,col1,col2
35,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1034.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1034.tif
36,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1035.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1035.tif
37,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1036.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1036.tif
38,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1037.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1037.tif
39,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1039.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1039.tif
40,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_104.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label104.tif
41,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1040.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1040.tif
42,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1041.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1041.tif
43,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1042.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1042.tif
44,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1043.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1043.tif
45,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1044.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1044.tif
46,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1046.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1046.tif
47,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1047.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1047.tif
48,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1048.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1048.tif
49,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1049.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1049.tif
50,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1050.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1050.tif
51,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1051.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1051.tif
52,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1052.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1052.tif
53,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1053.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1053.tif
54,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1054.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1054.tif
55,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1056.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1056.tif
56,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1057.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1057.tif
57,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1058.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1058.tif
58,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1059.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1059.tif
59,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_106.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label106.tif
60,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1060.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1060.tif
61,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1061.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1061.tif
62,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1062.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1062.tif
63,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1063.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1063.tif
64,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1064.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1064.tif
65,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1065.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1065.tif
66,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1067.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1067.tif
67,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1068.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1068.tif
68,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_107.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label107.tif
69,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1070.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1070.tif
70,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1071.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1071.tif
71,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1072.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1072.tif
72,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1073.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1073.tif
73,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1074.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1074.tif
74,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1075.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1075.tif
75,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1076.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1076.tif
76,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1077.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1077.tif
77,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1078.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1078.tif
78,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1079.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1079.tif
79,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_108.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label108.tif
80,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1080.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1080.tif
81,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1081.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1081.tif
82,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1083.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1083.tif
83,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1084.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1084.tif
84,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1085.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1085.tif
85,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1086.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1086.tif
86,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1087.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1087.tif
87,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1088.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1088.tif
88,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1089.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1089.tif
89,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_109.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label109.tif
90,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1090.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1090.tif
91,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1091.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1091.tif
92,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1092.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1092.tif
93,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1093.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1093.tif
94,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1094.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1094.tif
95,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1095.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1095.tif
96,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1096.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1096.tif
97,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1097.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1097.tif
98,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1098.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1098.tif
99,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1099.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1099.tif
100,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_11.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label11.tif
101,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_110.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label110.tif
102,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1100.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1100.tif
103,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1101.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1101.tif
104,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1102.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1102.tif
105,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1103.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1103.tif
106,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1104.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1104.tif
107,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1106.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1106.tif
108,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1107.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1107.tif
109,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1108.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1108.tif
110,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1109.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1109.tif
111,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_111.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label111.tif
112,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1110.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1110.tif
113,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1111.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1111.tif
114,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1112.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1112.tif
115,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1113.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1113.tif
116,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1114.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1114.tif
117,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1115.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1115.tif
118,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1116.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1116.tif
119,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1117.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1117.tif
120,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1118.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1118.tif
121,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1119.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1119.tif
122,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_112.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label112.tif
123,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1120.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1120.tif
124,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1121.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1121.tif
125,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1122.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1122.tif
126,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1123.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1123.tif
127,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1124.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1124.tif
128,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1125.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1125.tif
129,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1126.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1126.tif
130,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1127.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1127.tif
131,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1128.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1128.tif
132,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1129.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1129.tif
133,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_113.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label113.tif
134,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1130.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1130.tif
135,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1131.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1131.tif
136,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1132.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1132.tif
137,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1133.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1133.tif
138,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1134.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1134.tif
139,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1135.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1135.tif
140,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1136.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1136.tif
141,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1137.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1137.tif
142,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1138.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1138.tif
143,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1139.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1139.tif
144,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_114.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label114.tif
145,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1141.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1141.tif
146,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1142.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1142.tif
147,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1143.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1143.tif
148,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1144.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1144.tif
149,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1145.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1145.tif
150,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1146.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1146.tif
151,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1147.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1147.tif
152,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1148.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1148.tif
153,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_1149.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label1149.tif
154,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/images/sentinel2_115.tif,/home/hamtech/Desktop/2T/home/sedreh/seg/data/split/train/masks/label115.tif
